user,item,rating
278582,399,1
278582,400,1
278582,401,1
278582,259,3
278582,402,1
278582,403,2
278582,267,2
278582,404,4
278633,405,1
278633,407,4
278633,408,2
278633,409,3
278633,410,3
278633,411,3
278633,412,3
278633,413,2
278633,415,1
278633,416,1
278633,417,1
278633,418,3
278633,419,1
278633,420,1
278633,421,2
278633,423,1
278633,424,1
278633,426,2
278633,427,1
278843,428,2
278843,429,2
278843,407,2
278843,409,2
278843,430,2
278843,431,2
278843,432,3
278843,433,4
278843,434,5
278843,435,1
278843,436,2
278843,241,3
99,437,3
99,438,1
99,439,2
99,440,2
114,441,2
114,442,2
114,443,1
114,444,1
114,445,1
114,127,5
243,446,3
243,447,3
243,243,5
243,61,4
243,411,3
243,448,2
243,451,3
243,452,2
243,453,1
243,454,2
243,455,1
243,456,1
244,447,1
244,457,3
244,458,2
244,459,2
244,460,2
244,456,2
244,152,3
254,461,1
254,462,1
254,463,4
254,464,1
254,465,5
254,466,2
254,467,2
254,468,1
254,469,4
254,470,1
254,431,2
254,471,5
254,338,3
254,472,3
254,339,4
254,473,3
254,474,3
254,475,1
254,476,1
254,477,1
254,478,1
254,479,2
254,480,3
254,481,4
254,482,1
254,41,4
254,192,5
254,483,1
254,484,2
388,485,2
388,486,4
388,487,3
388,488,1
388,350,1
388,489,2
388,490,3
446,491,2
446,492,2
446,493,1
446,494,1
446,495,2
503,496,1
503,497,2
503,498,2
503,499,2
503,500,1
503,501,4
505,502,1
505,503,5
505,504,1
505,505,1
505,506,2
505,507,2
507,508,1
507,509,1
507,510,3
507,465,7
507,511,1
507,512,1
507,513,1
507,514,1
507,515,1
507,191,1
507,516,2
507,517,1
507,518,2
507,519,2
507,520,3
507,521,1
507,522,1
507,523,1
507,524,1
507,525,1
507,526,3
507,527,1
507,528,3
638,529,2
638,530,1
638,531,3
638,124,10
638,532,1
638,136,2
638,533,4
638,61,2
638,534,3
638,535,1
638,233,2
638,536,3
638,537,1
638,538,1
638,539,2
638,70,6
638,540,3
638,541,1
638,542,2
638,543,1
638,544,2
638,545,2
638,546,3
638,547,1
638,548,1
638,52,2
638,549,1
638,550,1
638,551,1
638,552,3
638,553,2
638,554,1
638,102,1
638,555,1
638,556,1
643,557,2
643,558,1
643,88,2
643,559,1
643,560,2
643,561,2
643,562,2
643,563,2
643,564,1
651,565,2
651,566,4
651,567,1
651,166,2
651,568,1
651,569,1
651,570,2
709,571,2
709,572,3
709,124,10
709,573,1
709,574,2
735,575,2
735,576,2
735,577,1
735,578,2
735,579,2
805,580,1
805,581,4
805,582,2
805,583,1
805,584,1
805,585,1
805,227,4
805,586,3
805,587,2
805,588,2
805,589,3
805,590,5
805,591,1
805,592,5
805,593,1
805,594,2
834,595,1
834,597,2
834,598,1
834,556,2
882,599,1
882,600,1
882,601,1
882,602,1
882,158,3
882,70,8
882,603,2
882,604,1
882,185,1
882,579,1
882,605,2
882,606,1
882,607,4
882,608,3
882,609,1
882,610,1
882,611,2
882,612,2
882,613,4
882,614,4
882,192,4
882,106,2
929,615,2
929,616,1
929,617,1
929,618,1
929,619,2
929,620,2
929,621,1
929,622,1
929,623,1
929,624,3
929,625,1
1025,626,1
1025,581,6
1025,628,2
1025,629,1
1025,630,3
1025,631,1
1025,632,1
1025,426,2
1025,633,2
1075,465,7
1075,124,9
1075,634,4
1075,70,8
1075,635,1
1075,636,2
1075,637,1
1075,404,4
1116,638,1
1116,639,1
1116,640,1
1116,641,2
1116,642,1
1129,643,3
1129,316,3
1129,644,2
1129,645,3
1129,646,2
1131,207,3
1131,486,5
1131,647,1
1131,648,2
1131,649,3
1131,650,3
1131,651,3
1131,652,1
1131,653,1
1131,654,1
1131,655,2
1131,656,3
1131,657,6
1131,658,3
1131,659,2
1131,660,2
1131,661,1
1131,662,3
1131,663,3
1131,664,3
1131,665,3
1155,666,1
1155,668,2
1155,669,1
1155,476,1
1155,670,2
1155,671,2
1167,672,1
1167,673,1
1167,675,4
1167,676,2
1211,677,2
1211,678,1
1211,679,2
1211,70,8
1211,681,1
1211,682,1
1261,683,1
1261,684,3
1261,590,6
1261,685,3
1409,686,1
1409,288,2
1409,505,1
1409,688,1
1412,227,3
1412,68,2
1412,690,1
1412,691,2
1424,692,1
1424,693,3
1424,176,3
1424,694,1
1424,695,3
1424,678,1
1424,696,4
1424,697,2
1424,698,3
1424,699,1
1424,700,3
1424,701,1
1424,702,1
1424,449,1
1424,703,1
1424,53,1
1424,704,1
1424,705,1
1424,637,3
1424,285,4
1435,446,2
1435,706,1
1435,707,2
1435,708,2
1435,709,1
1435,710,2
1435,711,1
1435,657,6
1435,712,3
1435,179,2
1435,713,1
1435,714,2
1435,715,1
1435,500,3
1435,716,1
1435,717,1
1435,352,2
1435,20,7
1435,456,2
1435,718,2
1548,719,2
1548,650,3
1548,720,1
1548,721,2
1548,722,1
1548,723,2
1548,590,4
1548,724,3
1548,725,1
1548,726,2
1585,727,2
1585,63,2
1585,728,1
1585,729,1
1585,730,3
1585,731,2
1585,732,2
1585,733,1
1585,7,3
1660,734,2
1660,735,1
1660,736,2
1660,737,3
1660,738,1
1660,739,3
1674,741,1
1674,742,2
1674,744,3
1674,745,2
1674,747,2
1674,748,1
1674,749,1
1674,750,3
1674,751,3
1674,752,1
1733,753,3
1733,651,2
1733,754,1
1733,755,1
1733,601,1
1733,756,1
1733,757,1
1733,758,1
1733,759,1
1733,760,2
1733,761,1
1733,762,2
1733,323,1
1733,763,1
1733,764,2
1733,765,1
1733,766,2
1733,767,1
1733,434,5
1733,768,2
1733,769,1
1733,770,3
1733,20,4
1733,771,2
1733,772,1
1733,773,1
1848,638,2
1848,227,4
1848,774,2
1848,775,1
1848,776,2
1848,777,1
1848,778,1
1848,620,1
1848,779,1
1848,780,1
1848,781,3
1848,782,2
1848,783,2
1848,784,1
1903,586,1
1903,785,2
1903,786,2
1903,787,2
1903,788,2
1903,789,1
1903,784,4
2010,792,1
2010,793,1
2010,794,3
2010,795,1
2010,796,1
2010,797,2
2010,798,3
2012,799,2
2012,800,2
2012,801,2
2012,802,1
2012,803,3
2012,804,1
2012,52,2
2012,805,3
2030,806,2
2030,807,1
2030,808,1
2030,809,4
2030,810,3
2030,629,1
2030,811,1
2030,812,2
2030,813,1
2030,814,3
2030,815,1
2033,816,2
2033,817,1
2033,818,4
2033,819,1
2033,820,1
2033,627,1
2033,274,5
2033,822,3
2033,823,1
2033,824,1
2033,471,3
2033,472,2
2033,473,2
2033,341,2
2033,825,3
2033,826,1
2033,827,2
2033,828,1
2033,829,2
2033,831,1
2033,480,2
2033,832,2
2033,833,1
2033,835,2
2033,836,1
2033,837,1
2033,838,1
2033,840,2
2033,841,2
2033,842,1
2033,844,1
2033,845,1
2033,846,1
2033,847,1
2033,848,2
2033,850,2
2033,851,1
2033,852,2
2033,857,2
2033,858,1
2041,859,3
2041,67,3
2041,624,2
2041,860,2
2041,861,2
2110,862,1
2110,863,2
2110,458,2
2110,572,2
2110,864,1
2110,865,1
2110,866,2
2110,867,1
2110,868,2
2110,869,2
2110,870,2
2110,871,1
2110,688,1
2110,222,1
2110,403,1
2110,872,2
2110,434,5
2110,873,1
2110,874,1
2110,875,1
2110,876,1
2110,877,2
2110,878,1
2139,879,3
2139,880,1
2139,265,1
2139,605,3
2139,881,3
2139,882,1
2179,883,3
2179,884,2
2179,885,1
2179,70,8
2179,886,1
2179,477,3
2179,887,1
2179,480,2
2179,481,2
2179,888,1
2179,889,1
2287,890,1
2287,583,2
2287,891,4
2287,892,1
2287,893,1
2287,894,1
2288,649,2
2288,895,1
2288,896,2
2288,897,1
2288,898,2
2288,180,1
2313,899,1
2313,428,1
2313,900,1
2313,901,3
2313,902,3
2313,903,2
2313,904,1
2313,905,1
2313,431,1
2313,906,4
2313,907,2
2313,908,1
2313,909,2
2313,841,1
2337,581,6
2337,405,3
2337,465,5
2337,910,3
2337,397,1
2337,540,3
2337,911,1
2337,912,3
2337,85,4
2337,324,1
2337,913,1
2358,914,1
2358,915,3
2358,396,1
2358,916,2
2358,917,1
2358,918,1
2358,919,1
2358,920,2
2358,921,2
2399,866,3
2399,922,3
2399,274,7
2399,923,1
2399,924,2
2766,925,2
2766,926,2
2766,927,4
2766,124,10
2766,928,2
2766,929,3
2766,930,2
2766,360,2
2766,931,4
2766,378,2
2766,933,1
2766,934,3
2766,935,1
2766,936,1
2766,938,4
2766,803,3
2766,940,3
2766,202,1
2766,941,3
2766,100,1
2766,942,1
2766,637,2
2766,943,2
2766,120,1
2766,20,6
2766,133,1
2891,945,1
2891,581,5
2891,465,6
2891,227,3
2891,946,2
2891,947,1
2891,903,2
2891,746,2
2891,69,2
2891,948,2
2891,749,1
2891,906,2
2891,949,2
2891,950,1
2891,592,4
2891,593,1
2891,951,2
2891,285,5
2891,952,1
2891,953,3
2891,954,2
2891,955,1
2891,956,1
2977,890,3
2977,696,3
2977,957,2
2977,958,1
2977,744,4
2977,959,2
2977,960,1
2977,961,1
2977,488,1
2977,590,4
2977,962,1
2977,963,2
2977,41,3
2977,964,2
2977,965,1
3145,966,2
3145,967,2
3145,968,2
3145,347,3
3145,969,1
3145,970,1
3145,971,4
3145,972,2
3145,973,1
3145,974,2
3145,729,1
3145,975,2
3145,976,2
3145,977,2
3145,978,1
3167,979,1
3167,980,2
3167,274,2
3167,981,6
3167,720,2
3167,628,2
3167,982,3
3167,574,4
3167,983,2
3167,984,1
3167,985,1
3167,986,3
3167,987,1
3167,988,1
3167,989,1
3167,990,1
3167,991,2
3167,784,2
3282,992,2
3282,993,2
3282,994,1
3282,995,1
3282,996,2
3329,997,3
3329,369,3
3329,998,1
3329,999,2
3329,1000,1
3331,1001,2
3331,125,2
3331,1002,1
3331,1003,2
3331,328,2
3331,1004,1
3331,1005,1
3331,1006,2
3331,506,1
3346,1007,1
3346,1008,1
3346,1009,1
3346,124,10
3346,1010,1
3346,1011,4
3346,469,3
3346,1013,2
3346,1014,1
3346,521,1
3346,522,3
3346,843,2
3346,844,1
3346,1016,2
3363,1018,1
3363,1019,1
3363,1020,1
3363,1021,1
3363,1022,1
3363,1023,3
3363,1024,2
3363,410,3
3363,567,1
3363,1025,2
3363,1026,1
3363,1027,3
3363,1028,1
3363,667,1
3363,1029,1
3363,1030,1
3363,1031,1
3363,668,1
3363,1032,1
3363,1033,2
3363,1034,2
3363,1035,1
3363,657,6
3363,476,1
3363,1036,1
3363,1037,1
3363,1038,1
3363,597,2
3363,202,1
3363,1039,2
3363,1040,1
3371,649,3
3371,1041,2
3371,290,1
3371,1042,2
3371,758,1
3371,1043,1
3371,1044,1
3371,1045,3
3371,1046,1
3371,414,3
3371,620,2
3371,1047,3
3371,1048,2
3371,1049,2
3371,1050,1
3371,1051,2
3371,1052,2
3371,676,1
3371,1040,1
3371,1053,1
3373,1001,3
3373,1054,1
3373,1055,1
3373,1056,3
3373,1057,2
3373,1058,3
3373,1059,1
3373,1060,1
3373,1061,3
3373,1002,1
3373,1062,2
3373,1063,1
3373,1064,1
3373,365,3
3373,380,1
3373,1065,1
3373,1066,4
3373,1067,1
3373,127,5
3373,1068,2
3373,1069,2
3556,70,7
3556,140,2
3556,1070,1
3556,1071,3
3556,127,3
3556,1072,2
3556,1074,1
3556,1075,2
3578,1077,2
3578,1078,3
3578,1079,3
3578,1080,1
3578,1081,1
3578,1082,2
3578,1083,2
3578,1084,3
3640,1085,1
3640,1086,1
3640,1087,2
3640,1088,1
3640,1089,1
3640,1090,1
3640,1091,1
3640,127,4
3640,1092,1
3719,1093,1
3719,1094,2
3719,1095,1
3719,1096,1
3719,1097,1
3719,1098,2
3719,1099,1
3719,1100,1
3719,1101,1
3817,158,2
3817,1102,2
3817,1103,2
3817,1104,4
3817,1105,2
3817,1106,3
3827,1107,2
3827,1108,1
3827,1109,5
3827,1110,1
3827,1111,2
3827,1112,1
3827,1113,4
3827,1114,1
3827,274,4
3827,901,2
3827,1115,4
3827,1116,2
3827,1117,4
3827,1118,2
3827,1011,2
3827,1119,2
3827,1120,2
3827,1121,1
3827,1122,1
3827,745,1
3827,747,1
3827,1123,3
3827,1124,2
3827,1125,1
3827,1126,3
3827,1127,1
3827,1128,2
3827,1129,1
3827,1130,1
3827,1131,1
3827,834,2
3827,835,2
3827,54,1
3827,1132,2
3827,888,2
3827,1133,2
3827,1134,1
3840,1135,2
3840,1136,1
3840,1137,3
3840,140,2
3840,1138,2
3840,764,2
3840,1139,3
3840,1140,1
3840,1141,2
3917,1142,1
3917,1143,3
3917,1144,1
3917,1145,2
3917,1146,1
3917,655,3
3917,52,3
3917,1147,1
3917,1148,2
3917,1149,1
3917,1150,3
3917,1151,2
3917,1152,2
3917,1153,2
3917,1154,3
3923,1155,1
3923,1156,1
3923,1157,1
3923,1159,2
3923,1160,3
3923,1161,2
3923,1162,1
3923,1163,1
3923,436,1
4017,1164,2
4017,1165,1
4017,429,1
4017,446,3
4017,1166,3
4017,1167,2
4017,1168,2
4017,1169,2
4017,1170,1
4017,1171,1
4017,582,2
4017,406,3
4017,407,3
4017,1172,1
4017,1143,1
4017,1173,1
4017,1174,1
4017,1175,2
4017,1024,1
4017,410,3
4017,124,10
4017,1176,1
4017,411,1
4017,567,1
4017,387,1
4017,1135,1
4017,1177,3
4017,1178,2
4017,1179,5
4017,1180,1
4017,1181,2
4017,1182,2
4017,1183,1
4017,1184,1
4017,958,3
4017,1185,3
4017,1186,3
4017,1187,3
4017,1188,2
4017,1189,1
4017,1190,2
4017,1191,1
4017,1192,1
4017,1193,3
4017,1194,2
4017,1195,1
4017,575,1
4017,68,2
4017,1196,2
4017,1197,1
4017,1198,1
4017,1199,2
4017,934,4
4017,935,1
4017,439,3
4017,1200,1
4017,1201,2
4017,906,2
4017,1202,1
4017,1203,4
4017,1204,1
4017,1205,3
4017,1206,1
4017,52,3
4017,421,1
4017,1207,3
4017,1208,1
4017,1209,1
4017,614,4
4017,1210,1
4017,192,3
4017,1211,1
4017,500,2
4017,1212,4
4017,1213,1
4017,313,3
4017,1214,1
4017,1052,3
4017,1215,1
4017,598,2
4017,1216,3
4017,1217,2
4017,1218,2
4017,1219,1
4098,1220,1
4098,1221,1
4098,1056,2
4098,70,7
4098,127,5
4157,883,1
4157,1223,1
4157,1224,1
4157,1225,2
4157,1226,1
4157,1104,2
4157,1227,1
4157,115,1
4197,1228,2
4197,1229,2
4197,1230,2
4197,26,2
4197,28,1
4197,1231,1
4197,1232,1
4197,1233,1
4221,1234,2
4221,1027,2
4221,667,2
4221,141,1
4221,1237,1
4221,1238,2
4221,501,2
4334,883,3
4334,1239,2
4334,1240,1
4334,870,1
4334,1241,1
4334,1242,3
4483,1166,3
4483,1243,1
4483,1244,2
4483,1245,1
4483,1246,2
4622,1247,3
4622,1168,2
4622,1248,1
4622,720,1
4622,1249,3
4622,1250,1
4622,1251,2
4622,569,1
4622,1252,1
4785,487,2
4785,1253,4
4785,809,4
4785,1055,2
4785,1254,1
4785,1255,3
4785,1158,3
4785,1239,2
4785,1256,1
4785,1257,1
4785,1258,1
4795,883,3
4795,693,3
4795,458,2
4795,1259,2
4795,124,10
4795,1185,2
4795,886,2
4795,590,5
4795,501,2
4809,471,2
4809,472,3
4809,473,4
4809,1260,1
4809,480,3
4938,503,3
4938,1261,2
4938,895,2
4938,358,2
4938,1262,2
4938,1263,3
4938,1264,1
4938,1265,1
4938,1100,1
4938,1266,1
5037,1267,1
5037,169,5
5037,1268,3
5037,170,6
5037,1269,2
5037,414,5
5037,51,3
5037,1270,3
5037,1271,2
5037,1272,3
5037,1273,2
5209,1274,1
5209,1275,2
5209,1276,2
5209,1277,1
5209,1278,2
5385,1279,2
5385,981,3
5385,1118,2
5385,1280,1
5385,1281,1
5385,1282,1
5385,1283,1
5385,551,1
5439,581,6
5439,1284,4
5439,1285,2
5439,1286,2
5439,1287,1
5439,1288,2
5439,267,3
5439,1289,2
5439,1290,3
5476,1291,4
5476,410,4
5476,124,9
5476,1292,2
5476,1293,1
5476,1294,1
5476,1295,1
5476,70,8
5476,1296,2
5476,195,3
5476,1297,1
5476,1298,3
5476,1299,2
5476,962,2
5476,1300,1
5476,1301,1
5476,1302,2
5476,1303,2
5476,1304,1
5476,1305,2
5476,1076,3
5499,1306,1
5499,1307,2
5499,137,2
5499,1308,1
5499,141,1
5499,1309,4
5499,1310,1
5499,126,2
5499,1311,1
5499,1312,1
5499,1313,2
5499,1314,3
5499,1315,1
5499,1316,1
5499,1317,2
5539,1318,1
5539,465,5
5539,183,3
5539,1119,1
5539,1319,2
5539,1120,1
5539,1320,2
5539,262,2
5539,179,3
5539,1321,1
5539,1068,2
5539,1322,1
5539,1323,2
5582,1324,2
5582,1325,2
5582,1326,1
5582,407,4
5582,1253,2
5582,1327,2
5582,1328,4
5582,1329,3
5582,1330,1
5582,1331,1
5582,1118,1
5582,1332,1
5582,1119,2
5582,1333,1
5582,469,2
5582,1334,1
5582,1335,1
5582,669,1
5582,1336,2
5582,810,1
5582,1337,1
5582,1338,2
5582,1339,1
5582,1103,3
5582,1340,1
5582,1341,1
5582,1342,3
5582,982,1
5582,1343,1
5582,1344,1
5582,811,2
5582,1345,1
5582,1346,1
5582,1071,3
5582,1347,1
5582,912,2
5582,85,1
5582,1348,3
5582,1349,2
5582,1350,1
5582,1351,1
5582,1352,1
5582,1353,1
5582,1354,2
5582,1355,1
5582,1356,1
5582,1357,1
5582,1358,1
5582,1359,2
5582,1360,1
5582,1361,1
5582,1362,2
5582,1363,1
5582,1364,1
5582,1365,1
5582,1366,2
5582,1367,1
5582,1368,2
5582,1369,3
5582,952,1
5582,1370,1
5582,152,3
5582,1371,1
5665,1372,2
5665,1373,2
5665,1374,1
5665,605,1
5728,1376,1
5728,418,1
5728,1377,4
5728,1378,1
5728,1203,2
5728,1379,2
5728,1380,1
5741,249,3
5741,1381,1
5741,262,2
5741,1065,1
5746,1382,1
5746,1383,2
5746,1384,2
5746,1385,1
5746,1386,2
5815,136,2
5815,1387,2
5815,540,1
5815,1388,1
5815,1389,3
5815,552,4
5903,1390,1
5903,1391,1
5903,1392,1
5903,69,1
5903,1393,3
5903,388,2
5903,730,3
5903,1394,2
5903,1395,2
5903,426,1
5903,1396,2
5903,1397,2
5903,1398,2
5963,583,1
5963,1399,2
5963,1400,1
5963,949,1
5963,1401,2
5963,1402,2
6073,890,1
6073,1403,1
6073,1404,1
6073,946,1
6073,1405,2
6073,1406,1
6073,1407,3
6073,1408,2
6073,959,1
6073,169,3
6073,170,5
6073,414,4
6073,1409,2
6073,1256,1
6073,1410,2
6073,1411,2
6073,1412,2
6073,1413,2
6073,1414,2
6073,1415,1
6073,1416,2
6073,1417,1
6073,1418,1
6073,436,1
6073,1082,1
6115,1419,1
6115,1420,3
6115,1421,2
6115,1422,1
6115,77,2
6115,259,4
6115,1423,2
6115,157,3
6238,1424,2
6238,1425,2
6238,1426,2
6238,1143,2
6238,1427,2
6238,822,2
6238,1428,3
6238,1429,1
6238,1177,2
6238,1430,1
6238,1431,1
6238,1432,1
6238,635,2
6238,1433,1
6238,1434,2
6238,1435,2
6238,1436,1
6323,1437,1
6323,1438,1
6323,1439,2
6323,734,2
6323,503,4
6323,1440,2
6323,1441,3
6323,1442,2
6323,1443,2
6323,1444,1
6323,1445,1
6323,432,1
6323,1268,4
6323,1446,2
6323,1447,4
6323,1448,2
6323,1449,1
6323,1450,1
6323,1451,2
6323,1452,2
6323,1453,1
6323,32,1
6323,1454,1
6323,1455,1
6323,1456,2
6323,1457,1
6323,1458,2
6333,643,2
6333,1459,1
6333,1460,2
6333,1461,2
6333,1462,3
6345,1464,1
6345,776,2
6345,712,2
6345,1466,1
6345,1356,2
6345,1467,2
6431,1468,2
6431,1469,1
6431,471,2
6431,472,4
6431,473,4
6431,341,3
6431,1470,1
6431,480,3
6431,1471,2
6431,20,5
6532,1472,1
6532,1146,2
6532,1473,2
6532,1474,1
6532,1475,1
6532,630,2
6532,1476,2
6532,1477,1
6532,1014,2
6532,1478,1
6532,1479,1
6532,1480,1
6532,1481,2
6532,1482,1
6532,88,2
6532,1483,1
6532,1484,1
6532,1485,1
6532,1486,1
6532,1487,3
6532,670,3
6532,1380,2
6532,784,3
6532,1488,1
6532,1489,2
6537,1490,3
6537,1491,3
6537,935,1
6537,657,6
6537,1492,3
6537,1271,1
6537,1493,3
6543,457,3
6543,59,3
6543,1494,1
6543,1495,1
6543,181,1
6543,1496,1
6543,1497,1
6543,316,3
6543,1498,2
6543,1499,1
6543,1500,3
6543,303,1
6543,1501,2
6543,465,7
6543,1502,1
6543,1503,4
6543,134,1
6543,1504,3
6543,1505,1
6543,1506,1
6543,391,1
6543,1507,1
6543,1508,1
6543,1509,1
6543,774,2
6543,1510,2
6543,1511,1
6543,1512,2
6543,947,4
6543,1513,1
6543,1514,1
6543,1515,1
6543,1516,2
6543,1189,1
6543,1517,1
6543,1518,2
6543,1519,2
6543,1520,3
6543,1521,2
6543,1522,2
6543,746,3
6543,1523,2
6543,1491,3
6543,1524,1
6543,1311,1
6543,1525,1
6543,1526,2
6543,1527,1
6543,728,3
6543,16,2
6543,379,2
6543,1528,3
6543,1529,1
6543,1530,3
6543,1288,2
6543,1531,1
6543,1532,1
6543,1533,1
6543,1534,2
6543,1535,1
6543,433,3
6543,1536,2
6543,1537,1
6543,93,2
6543,1538,1
6543,1539,2
6543,1540,1
6543,1541,3
6543,939,1
6543,1542,2
6543,1416,1
6543,1543,1
6543,1544,1
6543,1545,1
6543,1546,2
6543,232,2
6543,1547,1
6543,1548,2
6543,1549,2
6543,1151,1
6543,156,1
6543,157,4
6543,1550,2
6543,1551,1
6543,1552,3
6543,1219,1
6563,1553,1
6563,1554,1
6563,446,2
6563,457,3
6563,862,2
6563,1555,3
6563,1556,1
6563,1023,1
6563,1291,2
6563,1557,1
6563,1558,2
6563,1559,3
6563,1560,1
6563,880,2
6563,1561,1
6563,235,5
6563,1562,3
6563,1563,2
6563,340,4
6563,341,2
6563,169,5
6563,1268,5
6563,1564,4
6563,414,3
6563,1565,2
6563,1566,1
6563,1567,2
6563,1568,2
6563,1569,2
